Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
300801,Tumanniy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.191,156.939,681,,Subduction zone / Continental crust (>25 km)
300802,Ded i Baba,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.3,156.58,1032,,Subduction zone / Continental crust (>25 km)
300803,Tretya Rechka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.4,156.57,754,,Subduction zone / Continental crust (>25 km)
300804,Koshegochek,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.616,156.809,1142,,Subduction zone / Continental crust (>25 km)
300805,Sredniy Koshegochek,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.663,156.928,1050,,Subduction zone / Continental crust (>25 km)
300806,Unnamed,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.753,157.063,1038,,Subduction zone / Continental crust (>25 km)
300807,Leviy Koshegochek,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.787,156.929,997,,Subduction zone / Continental crust (>25 km)
300808,Kuzheten,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.82,157.22,925,,Subduction zone / Continental crust (>25 km)
300809,Vostochnaya Khodutka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield(s),,,51.93,157.73,0,,Subduction zone / Continental crust (>25 km)
300810,Zheltiy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,,,51.93,157.6,792,,Subduction zone / Continental crust (>25 km)
300811,Kuzanek,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.93,157.18,968,,Subduction zone / Continental crust (>25 km)
300812,Unnamed,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,51.95,157.02,740,,Subduction zone / Continental crust (>25 km)
300813,Igolki,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield(s),,,52.02,156.88,707,,Subduction zone / Continental crust (>25 km)
300814,Skalistiy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,52.02,157.18,1005,,Subduction zone / Continental crust (>25 km)
300815,Perevalny,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,52.13,157.78,0,,Subduction zone / Continental crust (>25 km)
300816,Krugliy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,52.16,157.64,1052,,Subduction zone / Continental crust (>25 km)
300817,Savan,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,52.21,157.28,901,,Subduction zone / Continental crust (>25 km)
300818,Malaya Ipelka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Complex,,,52.28,156.73,0,,Subduction zone / Continental crust (>25 km)
300819,Kamen,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,,,52.287,157.655,850,,Subduction zone / Continental crust (>25 km)
300820,Ploskiy,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano,,,52.37,157.62,877,,Subduction zone / Continental crust (>25 km)
300821,Udochka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,52.5,157.2,891,,Subduction zone / Continental crust (>25 km)
300822,Bolshaya Ipelka,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Shield,Shield,,,52.63,156.97,1194,,Subduction zone / Continental crust (>25 km)
300823,Tolmachev,Russia,Northwest Pacific Volcanic Regions,Kuril Volcanic Arc,Composite,Stratovolcano(es),,,52.55,157.73,1118,,Subduction zone / Continental crust (>25 km)
300830,Aak,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano(es),,,53.38,158.67,2319,,Subduction zone / Continental crust (>25 km)
300831,Kupol,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,53.5,158.65,0,,Subduction zone / Continental crust (>25 km)
300832,Kitkhoysky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield(s),,,53.584,158.56,1350,,Subduction zone / Continental crust (>25 km)
300833,Vershinsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,53.6,158.7,1812,,Subduction zone / Continental crust (>25 km)
300834,Skalistiy,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Unknown,Unknown,,,53.6266,159.2912,0,,Subduction zone / Continental crust (>25 km)
300840,Zhupanovskiye Vostriyaky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,53.8,159.28,1684,,Subduction zone / Continental crust (>25 km)
300841,Ditmara,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,53.87,159.53,1389,,Subduction zone / Continental crust (>25 km)
300842,Krainy,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,53.95,159.33,1199,,Subduction zone / Continental crust (>25 km)
300843,Razlaty,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,54.02,159.38,0,,Subduction zone / Continental crust (>25 km)
300845,Unnamed,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,54.37,159.43,0,,Subduction zone / Continental crust (>25 km)
300846,Unana,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,54.63,159.72,2131,,Subduction zone / Continental crust (>25 km)
300847,Adamozhets,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Minor,Cone,,,54.688,159.483,1502,,Subduction zone / Continental crust (>25 km)
300848,Bogachensky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,,,55.13,160.9,0,,Subduction zone / Continental crust (>25 km)
300849,Piip,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,,,55.319,160.667,2059,,Subduction zone / Continental crust (>25 km)
300850,Konechnaya,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,,,55.23,160.97,0,,Subduction zone / Continental crust (>25 km)
300851,Konradi,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,55.08,160.53,1912,,Subduction zone / Continental crust (>25 km)
300852,Sokol,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,55.2,160.52,1711,,Subduction zone / Continental crust (>25 km)
300853,Tumrok,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,,,55.37,160.87,2197,,Subduction zone / Continental crust (>25 km)
300856,Iult,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,55.23,160.587,1857,,Subduction zone / Continental crust (>25 km)
300859,Zarechny,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Caldera,Caldera(s),,,56.38,160.83,760,,Subduction zone / Continental crust (>25 km)
300860,Kharchinsky,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,56.425,160.825,1410,,Unknown
300861,Unnamed,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Cluster,Pyroclastic cone(s),,,56.53,160.87,200,,Subduction zone / Continental crust (>25 km)
300863,Lyzyk,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Minor,Unknown,,,57.23,161.52,0,,Subduction zone / Continental crust (>25 km)
300864,Uchkoren,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Unknown,,,57.27,161.35,0,,Subduction zone / Continental crust (>25 km)
300867,Lauchachan,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield,,,55.35,157.1,1018,,Subduction zone / Continental crust (>25 km)
300868,Prodolny,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Shield,Shield(s),,,55.45,157.25,1505,,Subduction zone / Continental crust (>25 km)
300869,Kobalan,Russia,Northwest Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,Composite,Stratovolcano,,,55.43,157.37,1174,,Subduction zone / Continental crust (>25 km)
300870,Tynua,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),,,55.85,157.87,1727,,Subduction zone / Continental crust (>25 km)
300871,Etopan,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,55.97,157.63,1264,,Subduction zone / Continental crust (>25 km)
300872,Kimitina,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,,,55.25,158.18,1438,,Subduction zone / Continental crust (>25 km)
300873,Unnamed,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,55.52,158.43,2140,,Subduction zone / Continental crust (>25 km)
300874,Ochchamo,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,55.62,158.15,2136,,Subduction zone / Continental crust (>25 km)
300875,Bolshoy Kozyrevsky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,55.6,158.52,1672,,Subduction zone / Continental crust (>25 km)
300876,Bolshaya Romanovka,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,55.73,158.77,1821,,Subduction zone / Continental crust (>25 km)
300877,Unnamed,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano(es),,,55.88,158.83,1821,,Subduction zone / Continental crust (>25 km)
300878,Bongabti,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,55.83,158.32,1790,,Subduction zone / Continental crust (>25 km)
300879,Nosichan,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.08,157.75,1105,,Subduction zone / Continental crust (>25 km)
300880,Buduli,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.4,158.7,1477,,Subduction zone / Continental crust (>25 km)
300881,Kopkan,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),,,56.48,158.83,1120,,Subduction zone / Continental crust (>25 km)
300882,Yanpat,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),,,56.53,158.8,1205,,Subduction zone / Continental crust (>25 km)
300883,Chavycha,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield(s),,,56.55,158.65,1190,,Subduction zone / Continental crust (>25 km)
300884,Malaya Ketepana,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.68,158.47,1230,,Unknown
300885,Bolshoy Ketepana,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,57.05,158.37,1521,,Subduction zone / Continental crust (>25 km)
300886,Unnamed,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.97,158.75,0,,Subduction zone / Continental crust (>25 km)
300887,Ovalny,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.98,158.98,732,,Unknown
300888,Tigilsky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.812,159.111,1362,,Subduction zone / Continental crust (>25 km)
300889,Perevalovyi,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.57,159.35,1328,,Subduction zone / Continental crust (>25 km)
300890,Maly Alney,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano(es),,,56.47,159.77,1858,,Subduction zone / Continental crust (>25 km)
300891,Maly Chekchebonay,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.8,159.45,1247,,Subduction zone / Continental crust (>25 km)
300892,Bolshoy Chekchebonay,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.92,159.42,1391,,Subduction zone / Continental crust (>25 km)
300893,Kireunsky,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.78,159.75,1925,,Subduction zone / Continental crust (>25 km)
300894,Dvukhyurtochny,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,56.82,159.88,1631,,Subduction zone / Continental crust (>25 km)
300895,Unnamed,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Minor,Lava dome(s),,,56.93,159.95,0,,Subduction zone / Continental crust (>25 km)
300896,Kalgauch,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,,,56.93,159.73,1206,,Subduction zone / Continental crust (>25 km)
300897,Kunkhilok,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,,,57.321,160.48,1151,,Subduction zone / Continental crust (>25 km)
300898,Shlen,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,57.48,159.57,1001,,Subduction zone / Continental crust (>25 km)
300899,Pirozhnikova,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,,,57.53,160.339,1646,,Subduction zone / Continental crust (>25 km)
300900,Kamenisty,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Stratovolcano,,,57.65,160.43,1762,,Subduction zone / Continental crust (>25 km)
300901,Tekletunup,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,57.75,160.23,1395,,Subduction zone / Continental crust (>25 km)
300902,Ulvaney,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,57.78,160.62,1445,,Subduction zone / Continental crust (>25 km)
300903,Mutny,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,57.72,160.37,1345,,Subduction zone / Continental crust (>25 km)
300904,Khuvkhoitun,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Composite,Complex,,,57.92,160.65,2618,,Subduction zone / Continental crust (>25 km)
300905,Keveney,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,58.05,160.73,1887,,Subduction zone / Continental crust (>25 km)
300906,Langtutkin,Russia,Northwest Pacific Volcanic Regions,Central Kamchatka Volcanic Arc,Shield,Shield,,,58.23,161.1,1545,,Subduction zone / Continental crust (>25 km)
301801,Anjuisky,Russia,Eastern Asia Volcanic Regions,Northern Russia Volcanic Province,Minor,Pyroclastic cone(s),,,67.154,165.82,1560,,Intraplate / Continental crust (>25 km)
301805,Balagan-Tas,Russia,Eastern Asia Volcanic Regions,Northern Russia Volcanic Province,Minor,Pyroclastic cone(s),,,65.959,145.893,993,,Intraplate / Continental crust (>25 km)
302800,Dgida Basin,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Pyroclastic cone(s),,,50.52,103.25,1500,,Rift zone / Continental crust (>25 km)
302804,Khamar-Daban,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,,,51.4,102.5,2369,,Rift zone / Continental crust (>25 km)
302805,Khulugayshi,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Minor,Explosion crater,,,52,102.5,0,,Rift zone / Continental crust (>25 km)
302806,Unnamed,Russia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Fissure vent,,,51.25,96.5,1300,,Rift zone / Continental crust (>25 km)
303800,Unnamed,Mongolia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Minor,Cone,,,51.33,99.33,1922,,Unknown
303801,Orkhon Gol,Mongolia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,,,48.65,103.5,0,,Intraplate / Continental crust (>25 km)
303803,Tabun Urtu-Ula,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Unknown,Unknown,,,44.85,107.63,1167,,Unknown
303804,Khutza-Ula,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Unknown,Unknown,,,42.58,107.5,1162,,Unknown
303805,Unnamed,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,42.33,105.98,1217,,Unknown
303806,Unnamed,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,43.4,104.02,1752,,Unknown
303807,Unnamed,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,44.25,103.53,1527,,Unknown
303808,Durbulzhi-Ula,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Unknown,Unknown,,,42.8,102.08,1445,,Unknown
303809,Ubur-Khangay,Mongolia,Eastern Asia Volcanic Regions,Central Asia Volcanic Province,Cluster,Volcanic field,,,44.38,101.98,1640,,Unknown
303810,Khubsugal Region,Mongolia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Cluster,Volcanic field,,,51,101,0,,Intraplate / Continental crust (>25 km)
303811,Ika-Togo-Ula,Mongolia,Eastern Asia Volcanic Regions,Baikal Volcanic Province,Minor,Pyroclastic cone(s),,,47.896,103.054,1600,,Unknown
304040,Unnamed,China,Eastern Asia Volcanic Regions,Kunlun Fault Volcano Group,Cluster,Volcanic field,,,35.85,91.7,5400,Phonolite,Intraplate / Continental crust (>25 km)
304803,Unnamed,China,Eastern Asia Volcanic Regions,Kunlun Fault Volcano Group,Unknown,Unknown,,,35.47,82.92,6900,,Intraplate / Continental crust (>25 km)
305801,Jianghui Group,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Minor,Pyroclastic cone,,,31.95,118.95,0,,Unknown
305802,Nushan,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Minor,Cone,,,33.12,118.75,0,,Unknown
305803,Datong-Fengzen,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,,,40,113.28,1882,,Intraplate / Continental crust (>25 km)
305806,Dalainuoer,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Pyroclastic cone(s),,,44,115.5,0,,Intraplate / Continental crust (>25 km)
305809,Erkeshan,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Minor,Pyroclastic cone(s),,,48.056,126.261,416,,Intraplate / Continental crust (>25 km)
305831,Unnamed,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,23.3,116.15,0,,Intraplate / Continental crust (>25 km)
305832,Longhai,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,24.5,117.5,0,,Intraplate / Continental crust (>25 km)
305833,Yichuan,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,,,34,113,0,,Intraplate / Continental crust (>25 km)
305834,Tangy'n,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,35.25,114.5,0,,Intraplate / Continental crust (>25 km)
305835,Huixian,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,36,115.25,0,,Intraplate / Continental crust (>25 km)
305840,Heibei Plain,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,38,117.5,0,,Intraplate / Continental crust (>25 km)
305841,Unnamed,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,37,114.5,0,,Intraplate / Continental crust (>25 km)
305842,Taihangshanlu,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,38,113.75,0,,Intraplate / Continental crust (>25 km)
305843,Unnamed,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,38.75,115,0,,Intraplate / Continental crust (>25 km)
305844,Unnamed,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,39.25,113.52,0,,Unknown
305845,Chifeng,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,42.25,118.5,0,,Intraplate / Continental crust (>25 km)
305847,Nuomin,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Pyroclastic cone(s),,,49.617,123.717,906,,Unknown
305849,Jianshan,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Shield,Shield,,,48.891,125.615,399,,Unknown
305852,Dunhua,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Unknown,Unknown,,,43.163,127.939,826,,Intraplate / Continental crust (>25 km)
305853,Yitong Group,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Minor,Lava dome(s),,,43.33,125.25,389,,Unknown
305854,Fanjiatung Group,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Minor,Cone(s),,,43.75,125.17,283,,Unknown
305855,Kuandian,China,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Minor,Pyroclastic cone(s),,,40.75,124.67,513,,Unknown
306800,Kilchu-Myongch'on,North Korea,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Cluster,Volcanic field,,,41,129.7,0,,Intraplate / Continental crust (>25 km)
306801,Koksan-Singye,North Korea,Eastern Asia Volcanic Regions,East-Central Asia Volcanic Province,Shield,Shield,,,38.67,127.42,680,,Intraplate / Continental crust (>25 km)
311150,Sergief,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,,,52.05,-174.95,560,No Data (checked),Subduction zone / Intermediate crust (15-25 km)
311370,Isanotski Peaks,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,,,54.765,-163.723,2446,No Data (checked),Subduction zone / Continental crust (>25 km)
311800,Adagdak,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,,,51.988,-176.592,610,,Subduction zone / Intermediate crust (15-25 km)
311803,Gilbert,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,,,54.25,-165.65,818,,Subduction zone / Intermediate crust (15-25 km)
312801,Trader Mountain,United States,North American Volcanic Regions,Aleutian Ridge Volcanic Arc,Composite,Stratovolcano,,,55.565,-161.944,775,,Subduction zone / Continental crust (>25 km)
312803,Blue Mountain,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Cluster,Volcanic field,,,57.72,-156.847,541,,Subduction zone / Continental crust (>25 km)
312804,Gertrude Creek,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor,Pyroclastic cone,,,58.034,-156.146,437,,Subduction zone / Continental crust (>25 km)
312805,Devils Desk,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,,,58.474,-154.306,1955,,Subduction zone / Continental crust (>25 km)
312806,Savonovski River Cluster,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano(es),,,58.55,-154.5,1298,,Subduction zone / Continental crust (>25 km)
313800,Double Glacier,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor,Lava dome(s),,,60.68,-152.62,1239,,Subduction zone / Continental crust (>25 km)
314020,Nunivak Island,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Shield,,,60.02,-166.33,511,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
314050,Kookooligit Mountains,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Shield,Shield,,,63.6,-170.43,673,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
314800,St. George,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,,,56.58,-169.58,288,,Intraplate / Continental crust (>25 km)
314803,Togiak Valley,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,,,59.2,-160.08,300,,Intraplate / Continental crust (>25 km)
314804,Ingrichuak Hills,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Minor,Pyroclastic cone(s),,,62.22,-164.3,188,,Intraplate / Continental crust (>25 km)
314805,Selawik Hills,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Pyroclastic cone(s),,,66.033,-160.067,365,,Intraplate / Continental crust (>25 km)
314806,Espenberg,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,,,66.35,-164.33,243,,Intraplate / Continental crust (>25 km)
315010,Sanford,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Shield,Shield,,,62.213,-144.13,4959,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km)
315021,Gordon,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Minor,Pyroclastic cone(s),,,62.1315,-143.089,2760,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
315055,Addington Volcanic Field,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,,,55.44,-134.17,-74,,Unknown
315100,Maclaren River Volcanic Field,United States,North American Volcanic Regions,Northern Cordillera Volcanic Province,Minor,Volcanic field,,,63.1369,-146.32,1470,,Unknown
315800,Prindle,United States,North American Volcanic Regions,Northern Cordillera Volcanic Province,Minor,Pyroclastic cone,,,63.716,-141.634,1245,,Intraplate / Continental crust (>25 km)
315801,Capital,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Shield,Shield,,,62.43,-144.12,2356,,Subduction zone / Continental crust (>25 km)
315802,Jumbo Dome,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor,Lava dome,,,63.966,-148.685,1369,,Intraplate / Continental crust (>25 km)
315803,Drum,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Composite,Stratovolcano,,,62.12,-144.63,3661,,Intraplate / Continental crust (>25 km)
315804,Tanada,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Shield,Shield,,,62.3,-143.52,2816,,Subduction zone / Continental crust (>25 km)
315805,Jarvis,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Composite,Stratovolcano,,,62.024,-143.619,4112,,Subduction zone / Continental crust (>25 km)
315808,Basalt Knob,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Minor,Cone,,,58.03,-136.33,100,,Intraplate / Continental crust (>25 km)
315809,Skookum Creek,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Cluster,Lava dome(s),,,62.4,-143.147,2172,,Intraplate / Continental crust (>25 km)
